,id,majorName,year,minScore,categoryID_id,collegeID_id,c1,c2
811,507944,市场营销,2020,557,1,10504,管理学,工商管理类
812,508729,计算机类,2020,625,2,10657,工学,计算机类
813,509515,机械设计制造及其自动化,2020,623,2,10657,工学,机械类
814,510302,电子信息类,2020,623,2,10657,工学,电子信息类
815,511090,电气类,2020,622,2,10657,工学,电气类
816,511879,电气类,2020,622,2,10657,工学,电气类
817,512669,土木类,2020,621,2,10657,工学,土木类
818,513460,测绘工程,2020,621,2,10657,工学,测绘类
819,514252,材料类,2020,620,2,10657,工学,材料类
820,515045,冶金工程,2020,620,2,10657,工学,材料类
821,515839,农业机械化及其自动化,2020,620,2,10657,工学,农业工程类
822,516634,安全工程,2020,620,2,10657,工学,安全科学与工程类
823,517430,生物科学类,2020,619,2,10657,理学,生物科学类
824,518227,地质类,2020,619,2,10657,工学,地质类
825,519025,食品科学与工程类,2020,619,2,10657,工学,食品科学与工程类
826,519824,植物生产类,2020,619,2,10657,农学,植物生产类
827,520624,农业资源与环境,2020,619,2,10657,农学,自然保护与环境生态类
828,521425,林学类,2020,619,2,10657,农学,林学类
829,522227,工程管理,2020,619,2,10657,管理学,管理科学与工程类
830,523030,金融学,2020,576,2,10657,经济学,金融学类
831,523834,英语,2020,575,2,10657,文学,外国语言文学类
832,524639,旅游管理,2020,571,2,10657,管理学,旅游管理类
833,525445,法学,2020,605,1,10657,法学,法学类
834,526252,工商管理类,2020,603,1,10657,管理学,工商管理类
835,527060,英语,2020,602,1,10657,文学,外国语言文学类
836,527869,经济与贸易类,2020,602,1,10657,经济学,经济与贸易类
837,528679,汉语言文学,2020,602,1,10657,文学,中国语言文学类
838,529490,财政学类,2020,602,1,10657,经济学,财政学类
839,530302,日语,2020,601,1,10657,文学,外国语言文学类
840,531115,旅游管理,2020,570,1,10657,管理学,旅游管理类
841,531929,金融学,2020,567,1,10657,经济学,金融学类
842,532744,英语,2020,566,1,10657,文学,外国语言文学类
843,533560,计算机类,2020,636,2,10336,工学,计算机类
844,534377,信息安全,2020,635,2,10336,工学,计算机类
845,535195,数学类,2020,635,2,10336,理学,数学类
846,536014,智能制造工程,2020,634,2,10336,工学,机械类
847,536834,通信工程,2020,632,2,10336,工学,电子信息类
848,537655,电子信息类,2020,632,2,10336,工学,电子信息类
849,538477,光电信息科学与工程,2020,630,2,10336,工学,电子信息类
850,539300,传播学,2020,629,2,10336,文学,新闻传播学类
851,540124,测控技术与仪器,2020,629,2,10336,工学,仪器类
852,540949,自动化,2020,629,2,10336,工学,自动化类
853,541775,电气工程及其自动化,2020,629,2,10336,工学,电气类
854,542602,医学信息工程,2020,629,2,10336,工学,电子信息类
855,543430,材料科学与工程,2020,629,2,10336,工学,材料类
856,544259,机械类,2020,628,2,10336,工学,机械类
857,545089,工业工程,2020,626,2,10336,管理学,工业工程类
858,545920,计算机科学与技术（中外合作办学）,2020,623,2,10336,工学,计算机类
859,546752,自动化（中外合作办学）,2020,621,2,10336,工学,自动化类
860,547585,财务管理,2020,594,1,10385,管理学,工商管理类
861,548419,法学,2020,594,1,10385,法学,法学类
862,549254,工商管理类,2020,594,1,10385,管理学,工商管理类
863,550090,公共管理类,2020,563,1,10385,管理学,公共管理类
864,550927,汉语国际教育,2020,564,1,10385,文学,中国语言文学类
865,551765,经济学类,2020,596,1,10385,经济学,经济学类
866,552604,社会学,2020,557,1,10385,法学,社会学类
867,553444,新闻传播学类,2020,582,1,10385,文学,新闻传播学类
868,554285,英语,2020,588,1,10385,文学,外国语言文学类
869,555127,中国语言文学类,2020,593,1,10385,文学,中国语言文学类
870,555970,车辆工程,2020,595,2,10385,工学,机械类
871,556814,城乡规划,2020,598,2,10385,工学,建筑类
872,557659,电气工程及其自动化,2020,599,2,10385,工学,电气类
873,558505,电子信息类,2020,602,2,10385,工学,电子信息类
874,559352,高分子材料与工程(拔尖人才试点班),2020,599,2,10385,工学,材料类
875,560200,给排水科学与工程,2020,594,2,10385,工学,土木类
876,561049,工商管理类,2020,595,2,10385,管理学,工商管理类
877,561899,工业设计,2020,597,2,10385,工学,机械类
878,562750,国际商务(全英文教学),2020,605,2,10385,管理学,工商管理类
879,563602,化工与制药类,2020,594,2,10385,工学,化工与制药类
880,564455,环境科学与工程类,2020,594,2,10385,工学,环境科学与工程类
881,565309,机械工程,2020,595,2,10385,工学,机械类
882,566164,计算机类,2020,605,2,10385,工学,计算机类
883,567020,建筑学,2020,614,2,10385,工学,建筑类
884,567877,金融学,2020,607,2,10385,经济学,金融学类
885,568735,经济学类,2020,598,2,10385,经济学,经济学类
886,569594,临床医学,2020,606,2,10385,医学,临床医学类
887,570454,人工智能,2020,606,2,10385,工学,电子信息类
888,571315,软件工程,2020,610,2,10385,工学,计算机类
889,572177,生物工程,2020,593,2,10385,工学,生物工程类
890,573040,材料类,2020,644,2,10730,工学,材料类
891,573904,草业科学(基地班),2020,644,2,10730,农学,草学类
892,574769,哲学,2020,643,2,10730,哲学,哲学类
893,575635,预防医学,2020,643,2,10730,医学,公共卫生与预防医学类
894,576502,应用物理学(原子核物理方向),2020,648,2,10730,理学,物理学类
895,577370,应用化学(放射化学方向),2020,643,2,10730,理学,化学类
896,578239,医学检验技术,2020,643,2,10730,医学,医学技术类
897,579109,药学,2020,643,2,10730,医学,药学类
898,579980,理学类,2020,646,2,10730,理学,
899,580852,土木工程,2020,647,2,10730,工学,土木类
900,581725,水利类,2020,644,2,10730,工学,水利类
901,582599,大气科学类,2020,644,2,10730,理学,大气科学类
902,583474,地理科学类,2020,644,2,10730,理学,地理科学类
903,584350,地质学类,2020,644,2,10730,理学,地质学类
904,585227,电子信息类,2020,648,2,10730,工学,电子信息类
905,586105,辐射防护与核安全,2020,643,2,10730,工学,核工程类
906,586984,工商管理类,2020,644,2,10730,管理学,工商管理类
907,587864,核化工与核燃料工程,2020,643,2,10730,工学,核工程类
908,588745,化学类,2020,644,2,10730,理学,化学类
909,589627,环境科学与工程类,2020,644,2,10730,工学,环境科学与工程类
910,590510,基础医学,2020,644,2,10730,医学,基础医学类
911,591394,计算机类,2020,648,2,10730,工学,计算机类
912,592279,经济学类,2020,647,2,10730,经济学,经济学类
913,593165,口腔医学,2020,645,2,10730,医学,口腔医学类
914,594052,理论与应用力学(基地班),2020,645,2,10730,工学,力学类
915,594940,临床药学,2020,644,2,10730,医学,药学类
916,595829,临床医学类,2020,645,2,10730,医学,临床医学类
917,596719,生物科学类,2020,644,2,10730,理学,生物科学类
918,597610,数学类,2020,648,2,10730,理学,数学类
919,598502,工商管理类,2020,620,1,10730,管理学,工商管理类
920,599395,英语,2020,619,1,10730,文学,外国语言文学类
921,600289,经济学类,2020,619,1,10730,经济学,经济学类
922,601184,法学,2020,620,1,10730,法学,法学类
923,602080,政治学类,2020,618,1,10730,法学,政治学类
924,602977,历史学类,2020,619,1,10730,历史学,历史学类
925,603875,新闻传播学类,2020,618,1,10730,文学,新闻传播学类
926,604774,汉语言文学,2020,620,1,10730,文学,中国语言文学类
927,605674,广告学,2020,618,1,10730,文学,新闻传播学类
928,606575,俄语,2020,618,1,10730,文学,外国语言文学类
929,607477,经济学类,2020,618,2,11065,经济学,经济学类
930,608380,计算机类,2020,611,2,11065,工学,计算机类
931,609284,药学,2020,610,2,11065,医学,药学类
932,610189,法语,2020,609,2,11065,文学,外国语言文学类
933,611095,机械工程,2020,609,2,11065,工学,机械类
934,612002,生物技术,2020,608,2,11065,理学,生物科学类
935,612910,西班牙语,2020,608,2,11065,文学,外国语言文学类
936,613819,临床医学,2020,607,2,11065,医学,临床医学类
937,614729,自动化,2020,606,2,11065,工学,自动化类
938,615640,电子信息类,2020,606,2,11065,工学,电子信息类
939,616552,电气工程及其自动化,2020,605,2,11065,工学,电气类
940,617465,光电信息科学与工程,2020,605,2,11065,工学,电子信息类
941,618379,食品科学与工程,2020,605,2,11065,工学,食品科学与工程类
942,619294,信息管理与信息系统,2020,605,2,11065,管理学,管理科学与工程类
943,620210,物流管理,2020,605,2,11065,管理学,物流管理与工程类
944,621127,应用物理学,2020,604,2,11065,理学,物理学类
945,622045,数学类,2020,603,2,11065,理学,数学类
946,622964,应用心理学,2020,603,2,11065,理学,心理学类
947,623884,化学工程与工艺,2020,603,2,11065,工学,化工与制药类
948,624805,材料类,2020,602,2,11065,工学,材料类
949,625727,能源与动力工程,2020,602,2,11065,工学,能源动力类
950,626650,能源与动力工程,2020,602,2,11065,工学,能源动力类
951,627574,新能源科学与工程,2020,602,2,11065,工学,能源动力类
952,628499,预防医学,2020,602,2,11065,医学,公共卫生与预防医学类
953,629425,应用化学,2020,601,2,11065,理学,化学类
954,630352,护理学,2020,601,2,11065,医学,护理学类
955,631280,标准化工程,2020,601,2,11065,管理学,工业工程类
956,632209,微电子科学与工程,2020,601,2,11065,工学,电子信息类
957,633139,纺织类,2020,600,2,11065,工学,纺织类
958,634070,轻化工程,2020,600,2,11065,工学,轻工类
959,635002,工商管理,2020,600,2,11065,管理学,工商管理类
960,635935,环境科学与工程,2020,599,2,11065,工学,环境科学与工程类
961,636869,汉语言文学,2020,600,1,11065,文学,中国语言文学类
962,637804,新闻学,2020,596,1,11065,文学,新闻传播学类
963,638740,法学,2020,594,1,11065,法学,法学类
964,639677,法语,2020,594,1,11065,文学,外国语言文学类
965,640615,金融学,2020,594,1,11065,经济学,金融学类
966,641554,风景园林（成都校区）,2020,619,2,10626,工学,建筑类
967,642494,计算机科学与技术（雅安校区）,2020,618,2,10626,工学,计算机类
968,643435,电子科学与技术（雅安校区）,2020,616,2,10626,工学,电子信息类
969,644377,人文地理与城乡规划（成都校区）,2020,615,2,10626,理学,地理科学类
970,645320,物联网工程（雅安校区）,2020,615,2,10626,工学,计算机类
971,646264,园林（成都校区）,2020,615,2,10626,农学,林学类
972,647209,信息管理与信息系统（雅安校区）,2020,615,2,10626,管理学,管理科学与工程类
973,648155,工商管理（成都校区）,2020,615,2,10626,管理学,工商管理类
974,649102,电气工程及其自动化（雅安校区）,2020,614,2,10626,工学,电气类
975,650050,信息与计算科学（雅安校区）,2020,613,2,10626,理学,数学类
976,650999,土木工程（江堰校区）,2020,613,2,10626,工学,土木类
977,651949,园艺（成都校区）,2020,613,2,10626,农学,植物生产类
978,652900,应用化学（雅安校区）,2020,612,2,10626,理学,化学类
979,653852,地理信息科学（成都校区）,2020,612,2,10626,理学,地理科学类
980,654805,农业机械化及其自动化（雅安校区）,2020,612,2,10626,工学,农业工程类
981,655759,农业机械化及其自动化（雅安校区）,2020,612,2,10626,工学,农业工程类
982,656714,农学（成都校区）,2020,612,2,10626,农学,植物生产类
983,657670,动物医学（成都校区）,2020,612,2,10626,农学,动物医学类
984,658627,农林经济管理（成都校区）,2020,612,2,10626,管理学,农业经济管理类
985,659585,广告学（雅安校区）,2020,611,2,10626,文学,新闻传播学类
986,660544,广告学（雅安校区）	,2020,611,2,10626,文学,新闻传播学类
987,661504,植物保护（成都校区）,2020,611,2,10626,农学,植物生产类
988,662465,动物科学（成都校区）,2020,611,2,10626,农学,动物生产类
989,663427,动物科学（成都校区）,2020,611,2,10626,农学,动物生产类
990,664390,药学（成都校区）,2020,611,2,10626,医学,药学类
991,665354,生物科学（雅安校区）,2020,610,2,10626,理学,生物科学类
992,666319,水利水电工程（雅安校区）,2020,610,2,10626,工学,水利类
993,667285,设施农业科学与工程（成都校区）,2020,610,2,10626,农学,植物生产类
994,668252,茶学（成都校区）,2020,610,2,10626,农学,植物生产类
995,669220,英语（雅安校区）,2020,609,2,10626,文学,外国语言文学类
996,670189,农业水利工程（雅安校区）,2020,609,2,10626,工学,农业工程类
997,671159,木材科学与工程（成都校区）,2020,609,2,10626,工学,林业工程类
998,672130,环境生态工程（成都校区）,2020,609,2,10626,工学,环境科学与工程类
999,673102,食品科学与工程（雅安校区）,2020,609,2,10626,工学,食品科学与工程类
1000,674075,食品质量与安全（雅安校区）,2020,609,2,10626,工学,食品科学与工程类
1001,675049,烟草（成都校区）,2020,609,2,10626,农学,植物生产类
1002,676024,水土保持与荒漠化防治（成都校区）,2020,609,2,10626,农学,自然保护与环境生态类
1003,677000,动植物检疫（成都校区）,2020,609,2,10626,农学,动物医学类
1004,677977,动植物检疫（成都校区）,2020,609,2,10626,农学,动物医学类
1005,678955,林学（成都校区）,2020,609,2,10626,农学,林学类
1006,679934,水产养殖学（成都校区）,2020,609,2,10626,农学,水产类
1007,680914,草业科学（成都校区）,2020,609,2,10626,农学,草学类
1008,681895,工程管理（都江堰校区）,2020,609,2,10626,管理学,管理科学与工程类
1009,682877,会计学（都江堰校区）,2020,609,2,10626,管理学,工商管理类
1010,683860,人力资源管理（雅安校区）,2020,609,2,10626,管理学,工商管理类
1011,684844,土地资源管理（都校区）,2020,609,2,10626,管理学,公共管理类
1012,685829,法学（雅安校区）,2020,608,2,10626,法学,法学类
1013,686815,社会工作（雅安校区）,2020,608,2,10626,法学,社会学类
1014,687802,化学生物学（雅安校区）,2020,608,2,10626,理学,化学类
1015,688790,生物技术（雅安校区）,2020,608,2,10626,理学,生物科学类
1016,689779,能源与动力工程（雅安校区）,2020,608,2,10626,工学,能源动力类
1017,690769,给排水科学与工程（都江堰校区）,2020,608,2,10626,工学,土木类
1018,691760,包装工程（雅安校区）,2020,608,2,10626,工学,轻工类
1019,692752,环境工程（成都校区）,2020,608,2,10626,工学,环境科学与工程类
1020,693745,环境科学（成都校区）,2020,608,2,10626,工学,环境科学与工程类
1021,694739,城乡规划（都江堰校区）,2020,608,2,10626,工学,建筑类
1022,695734,生物工程（雅安校区）,2020,608,2,10626,工学,生物工程类
1023,696730,种子科学与工程（成都校区）,2020,608,2,10626,农学,植物生产类
1024,697727,农业资源与环境（成都校区）,2020,608,2,10626,农学,自然保护与环境生态类
1025,698725,中草药栽培与鉴定（成都校区）,2020,608,2,10626,医学,中药学类
1026,699724,工程造价（都江堰校区）,2020,608,2,10626,管理学,管理科学与工程类
1027,700724,资产评估（都江堰校区）,2020,608,2,10626,管理学,工商管理类
1028,701725,农村区域发展（成都校区）,2020,608,2,10626,管理学,农业经济管理类
1029,702727,电子商务（都江堰校区）,2020,608,2,10626,管理学,电子商务类
1030,703730,旅游管理（都江堰校区）,2020,608,2,10626,管理学,旅游管理类
1031,704734,会展经济与管理（都江堰校区）,2020,608,2,10626,管理学,旅游管理类
1032,705739,自动化,2020,620,2,10488,工学,自动化类
1033,706745,计算机类,2020,620,2,10488,工学,计算机类
1034,707752,电气工程及其自动化,2020,619,2,10488,工学,电气类
1035,708760,电气工程及其自动化,2020,619,2,10488,工学,电气类
1036,709769,电子信息类,2020,619,2,10488,工学,电子信息类
1037,710779,信息与计算科学,2020,618,2,10488,理学,数学类
1038,711790,机械类,2020,618,2,10488,工学,机械类
1039,712802,能源与动力工程,2020,617,2,10488,工学,能源动力类
1040,713815,临床医学,2020,617,2,10488,医学,临床医学类
1041,714829,应用化学,2020,616,2,10488,理学,化学类
1042,715844,生物工程,2020,616,2,10488,工学,生物工程类
1043,716860,生物技术,2020,615,2,10488,理学,生物科学类
1044,717877,统计学,2020,615,2,10488,理学,统计学类
1045,718895,无机非金属材料工程,2020,615,2,10488,工学,材料类
1046,719914,化学工程与工艺,2020,615,2,10488,工学,化工与制药类
1047,720934,材料物理,2020,614,2,10488,工学,材料类
1048,721955,材料化学,2020,614,2,10488,工学,材料类
1049,722977,金属材料工程,2020,614,2,10488,工学,材料类
1050,724000,安全工程,2020,614,2,10488,工学,安全科学与工程类
1051,725024,预防医学,2020,614,2,10488,医学,公共卫生与预防医学类
1052,726049,工商管理类,2020,614,2,10488,管理学,工商管理类
1053,727075,工业工程,2020,614,2,10488,管理学,工业工程类
1054,728102,材料成型及控制工程,2020,613,2,10488,工学,机械类
1055,729130,测控技术与仪器,2020,613,2,10488,工学,仪器类
1056,730159,冶金工程,2020,613,2,10488,工学,材料类
1057,731189,交通工程,2020,613,2,10488,工学,交通运输类
1058,732220,卫生检验与检疫,2020,613,2,10488,医学,医学技术类
1059,733252,管理科学与工程类,2020,613,2,10488,管理学,管理科学与工程类
1060,734285,地理信息科学,2020,612,2,10488,理学,地理科学类
1061,735319,工程力学,2020,612,2,10488,工学,力学类
1062,736354,土木类,2020,612,2,10488,工学,土木类
1063,737390,药学,2020,612,2,10488,医学,药学类
1064,738427,行政管理,2020,612,2,10488,管理学,公共管理类
1065,739465,车辆工程,2020,611,2,10488,工学,机械类
1066,740504,矿物加工工程,2020,611,2,10488,工学,矿业类
1067,741544,环境工程,2020,611,2,10488,工学,环境科学与工程类
1068,742585,物业管理,2020,611,2,10488,管理学,工商管理类
1069,743627,物流工程,2020,611,2,10488,管理学,物流管理与工程类
1070,744670,法学,2020,591,1,10488,法学,法学类
1071,745714,行政管理,2020,590,1,10488,管理学,公共管理类
1072,746759,投资学,2020,590,1,10488,经济学,金融学类
1073,747805,物流管理,2020,590,1,10488,管理学,物流管理与工程类
1074,748852,英语,2020,590,1,10488,文学,外国语言文学类
1075,749900,工商管理类,2020,590,1,10488,管理学,工商管理类
1076,750949,物业管理,2020,589,1,10488,管理学,工商管理类
1077,751999,国际经济与贸易,2020,589,1,10488,经济学,经济与贸易类
1078,753050,社会工作,2020,589,1,10488,法学,社会学类
1079,754102,计算机类,2020,656,2,10701,工学,计算机类
1080,755155,数学类,2020,653,2,10701,理学,数学类
1081,756209,材料类,2020,647,2,10701,工学,材料类
1082,757264,电子信息类,2020,654,2,10701,工学,电子信息类
1083,758320,生物医学工程类,2020,646,2,10701,工学,生物医学工程类
1084,759377,自动化类,2020,653,2,10701,工学,自动化类
1085,760435,中国语言文学类,2020,605,1,10701,文学,中国语言文学类
1086,761494,管理科学与工程类,2020,607,1,10701,管理学,管理科学与工程类
1087,762554,外国语言文学类,2020,604,1,10701,文学,外国语言文学类
1088,763615,工科试验班（钱学森班之智能技术与自动化Q）,2020,682,2,10698,工学,自动化类
1089,764677,工科试验班（越杰计划之智能电气与信息类Q）,2020,681,2,10698,工学,"电气类,电子信息类"
1090,765740,工科试验班（越杰计划之智能电气与信息类Q）,2020,681,2,10698,工学,"电气类,电子信息类"
1091,766804,人工智能,2020,680,2,10698,工学,电子信息类
1092,767869,工科试验班（钱学森班之智能电气Q）,2020,680,2,10698,工学,电气类
1093,768935,工科试验班（钱学森班之智慧能源动力Q）,2020,680,2,10698,工学,能源动力类
1094,770002,工科试验班（钱学森班之智能制造Q）,2020,678,2,10698,工学,自动化类
1095,771070,工科试验班（越杰计划之智慧能源与智能制造类Q）,2020,678,2,10698,工学,"自动化类,能源动力类"
1096,772139,理科试验班（数学H）,2020,678,2,10698,理学,数学类
1097,773209,工科试验班（智能电气与信息类）,2020,677,2,10698,工学,"电气类,电子信息类"
1098,774280,工科试验班（智能电气与信息类）,2020,677,2,10698,工学,"电气类,电子信息类"
1099,775352,工科试验班（大数据管理）,2020,676,2,10698,工学,计算机类
1100,776425,会计学（ACCA）,2020,676,2,10698,管理学,工商管理类
1101,777499,医学试验班（侯宗濂班H）,2020,676,2,10698,医学,临床医学类
1102,778574,工科试验班（智慧能源与智能制造类）,2020,674,2,10698,工学,"自动化类,能源动力类"
1103,779650,医学试验班（5+3一体化）（学制五年）,2020,654,2,10698,医学,临床医学类
1104,780727,医学试验班（护理学）,2020,621,2,10698,医学,"护理学类,临床医学类"
1105,781805,医学试验班（学制五年）,2020,618,2,10698,医学,临床医学类
1106,782884,外国语言文学类,2020,631,1,10698,文学,外国语言文学类
1107,783964,软件工程,2020,641,2,10697,工学,计算机类
1108,785045,电子科学与技术,2020,639,2,10697,工学,电子信息类
1109,786127,计算机类,2020,639,2,10697,工学,计算机类
1110,787210,应用统计学,2020,638,2,10697,理学,统计学类
1111,788294,经济学,2020,638,2,10697,经济学,经济学类
1112,789379,数学类,2020,638,2,10697,理学,数学类
1113,790465,生物科学类,2020,638,2,10697,理学,生物科学类
1114,791552,文物保护技术,2020,637,2,10697,历史学,历史学类
1115,792640,生物科学,2020,637,2,10697,理学,生物科学类
1116,793729,化学类,2020,636,2,10697,理学,化学类
1117,794819,化学工程与工艺,2020,636,2,10697,工学,化工与制药类
1118,795910,生物医学科学,2020,636,2,10697,医学,基础医学类
1119,797002,电子信息科学与技术,2020,611,2,10697,工学,电子信息类
1120,798095,考古学,2020,617,1,10697,历史学,历史学类
1121,799189,汉语国际教育,2020,614,1,10697,文学,中国语言文学类
1122,800284,汉语言文学,2020,614,1,10697,文学,中国语言文学类
1123,801380,工商管理类,2020,613,1,10697,管理学,工商管理类
1124,802477,新闻传播学类,2020,613,1,10697,文学,新闻传播学类
1125,803575,社会工作,2020,612,1,10697,法学,社会学类
1126,804674,哲学,2020,611,1,10697,哲学,哲学类
1127,805774,金融学（智能金融与区块链金融）,2020,661,2,10651,经济学,金融学类
1128,806875,金融学（证券与期货方向）,2020,655,2,10651,经济学,金融学类
1129,807977,金融学（双语实验班）,2020,652,2,10651,经济学,金融学类
1130,809080,统计学类,2020,652,2,10651,理学,统计学类
1131,810184,金融数学,2020,650,2,10651,经济学,金融学类
1132,811289,投资学,2020,648,2,10651,经济学,金融学类
1133,812395,审计学,2020,648,2,10651,管理学,工商管理类
1134,813502,金融学类,2020,648,2,10651,经济学,金融学类
1135,814610,法学,2020,648,2,10651,法学,法学类
1136,815719,会计学,2020,647,2,10651,管理学,工商管理类
1137,816829,财政学类,2020,647,2,10651,经济学,财政学类
1138,817940,保险学（精算双语实验班）,2020,646,2,10651,经济学,金融学类
1139,819052,会计学（注册会计师专门化方向）,2020,646,2,10651,管理学,工商管理类
1140,820165,保险学（财务与会计双语实验班）,2020,645,2,10651,经济学,金融学类
1141,821279,计算机类,2020,645,2,10651,工学,计算机类
1142,822394,人力资源管理,2020,644,2,10651,管理学,工商管理类
1143,823510,管理科学,2020,644,2,10651,管理学,管理科学与工程类
1144,824627,财务管理,2020,644,2,10651,管理学,工商管理类
1145,825745,经济统计学,2020,644,2,10651,经济学,经济学类
1146,826864,经济与贸易类,2020,644,2,10651,经济学,经济与贸易类
1147,827984,数学与应用数学（经济数学方向）,2020,644,2,10651,理学,数学类
1148,829105,工商管理（双语实验班）,2020,643,2,10651,管理学,工商管理类
1149,830227,信息管理与信息系统,2020,643,2,10651,管理学,管理科学与工程类
1150,831350,会计学（双语实验班）,2020,642,2,10651,管理学,工商管理类
1151,832474,外国语言文学类,2020,642,2,10651,文学,外国语言文学类
1152,833599,工商管理类,2020,641,2,10651,管理学,工商管理类
1153,834725,劳动与社会保障,2020,640,2,10651,管理学,公共管理类
1154,835852,劳动与社会保障,2020,640,2,10651,管理学,公共管理类
1155,836980,电子商务,2020,640,2,10651,管理学,电子商务类
1156,838109,会计学,2020,632,2,10651,管理学,工商管理类
1157,839239,金融数学,2020,629,2,10651,经济学,金融学类
1158,840370,信息管理与信息系统（中外合作办学）,2020,615,2,10651,管理学,管理科学与工程类
1159,841502,国际商务（中外合作办学）,2020,609,2,10651,管理学,工商管理类
1160,842635,物流管理（中外合作办学）,2020,609,2,10651,管理学,物流管理与工程类
1161,843769,金融学类,2020,629,1,10651,经济学,金融学类
1162,844904,金融学（双语实验班）,2020,626,1,10651,经济学,金融学类
1163,846040,保险学（财务与会计双语实验班）,2020,625,1,10651,经济学,金融学类
1164,847177,保险学,2020,623,1,10651,经济学,金融学类
1165,848315,金融学,2020,623,1,10651,经济学,金融学类
1166,849454,汉语言文学,2020,622,1,10651,文学,中国语言文学类
1167,850594,财政学类,2020,622,1,10651,经济学,财政学类
1168,851735,法学,2020,622,1,10651,法学,法学类
1169,852877,经济与贸易类,2020,621,1,10651,经济学,经济与贸易类
1170,854020,工商管理类,2020,621,1,10651,管理学,工商管理类
1171,855164,道路桥梁与渡河工程,2020,631,2,10710,工学,土木类
1172,856309,车辆工程,2020,630,2,10710,工学,机械类
1173,857455,人工智能,2020,630,2,10710,工学,电子信息类
1174,858602,交通工程,2020,628,2,10710,工学,交通运输类
1175,859750,能源与动力工程,2020,627,2,10710,工学,能源动力类
1176,860899,电气工程及其自动化,2020,627,2,10710,工学,电气类
1177,862049,计算机类,2020,627,2,10710,工学,计算机类
1178,863200,大数据管理与应用,2020,627,2,10710,管理学,管理科学与工程类
1179,864352,电子信息类,2020,626,2,10710,工学,电子信息类
1180,865505,交通运输,2020,626,2,10710,工学,交通运输类
1181,866659,经济学类,2020,625,2,10710,经济学,经济学类
1182,867814,数学类,2020,625,2,10710,理学,数学类
1183,868970,地球物理学类,2020,625,2,10710,理学,地球物理学类
1184,870127,材料类,2020,625,2,10710,工学,材料类
1185,871285,自动化类,2020,625,2,10710,工学,自动化类
1186,872444,自动化类,2020,625,2,10710,工学,自动化类
1187,873604,化学工程与工艺,2020,625,2,10710,工学,化工与制药类
1188,874765,工程力学,2020,624,2,10710,工学,力学类
1189,875927,机械类,2020,624,2,10710,工学,机械类
1190,877090,机械类,2020,624,2,10710,工学,机械类
1191,878254,环境科学与工程类,2020,624,2,10710,工学,环境科学与工程类
1192,879419,地质学类,2020,623,2,10710,理学,地质学类
1193,880585,汽车服务工程,2020,623,2,10710,工学,机械类
1194,881752,道路桥梁与渡河工程,2020,623,2,10710,工学,土木类
1195,882920,测绘类,2020,623,2,10710,工学,测绘类
1196,884089,地质工程,2020,623,2,10710,工学,地质类
1197,885259,交通工程,2020,623,2,10710,工学,交通运输类
1198,886430,管理科学与工程类,2020,623,2,10710,管理学,管理科学与工程类
1199,887602,物流工程,2020,623,2,10710,管理学,物流管理与工程类
1200,888775,土木类,2020,622,2,10710,工学,土木类
1201,889949,水利类,2020,622,2,10710,工学,水利类
1202,891124,建筑类,2020,622,2,10710,工学,建筑类
1203,892300,工商管理类,2020,622,2,10710,管理学,工商管理类
1204,893477,物流管理,2020,622,2,10710,管理学,物流管理与工程类
1205,894655,道路桥梁与渡河工程,2020,607,2,10710,工学,土木类
1206,895834,车辆工程,2020,599,2,10710,工学,机械类
1207,897014,交通运输,2020,586,2,10710,工学,交通运输类
1208,898195,法学,2020,606,1,10710,法学,法学类
1209,899377,建筑类,2020,604,1,10710,工学,建筑类
1210,900560,英语,2020,603,1,10710,文学,外国语言文学类
1211,901744,新闻传播学类,2020,603,1,10710,文学,新闻传播学类
1212,902929,公共管理类,2020,603,1,10710,管理学,公共管理类
1213,904115,人工智能,2020,694,2,10284,工学,电子信息类
1214,905302,理科试验班类（匡亚明学院大理科班）,2020,693,2,10284,理学,
1215,906490,计算机科学与技术,2020,691,2,10284,工学,计算机类
1216,907679,经济管理试验班,2020,690,2,10284,经济学,经济学类
1217,908869,软件工程,2020,690,2,10284,工学,计算机类
1218,910060,理科试验班类（化学与生命科学类）,2020,689,2,10284,理学,"化学类,生物科学类"
1219,911252,理科试验班（数理科学类）,2020,689,2,10284,理学,"数学类,物理学类"
1220,912445,电子信息类,2020,689,2,10284,工学,电子信息类
1221,913639,社会科学试验班,2020,650,1,10284,"法学,经济学,管理学,教育学",
1222,914834,汉语言文学,2020,650,1,10284,文学,中国语言文学类
1223,916030,经济管理试验班,2020,649,1,10284,经济学,经济学类
1224,917227,电子信息类,2020,672,2,10286,工学,电子信息类
1225,918425,工科试验班（环境化工生物类）,2020,666,2,10286,工学,"环境科学与工程类,生物工程类"
1226,919624,工科试验班（机械能源材料类）,2020,667,2,10286,工学,"材料类,机械类,能源动力类"
1227,920824,工科试验班（土木交通类）,2020,666,2,10286,工学,"土木类,交通运输类"
1228,922025,工科试验班（吴健雄班）,2020,680,2,10286,工学,
1229,923227,工科试验班（自动化电气测控类）,2020,670,2,10286,工学,"自动化类,电气类,仪器类"
1230,924430,计算机类,2020,671,2,10286,工学,计算机类
1231,925634,建筑类,2020,675,2,10286,工学,建筑类
1232,926839,理科试验班,2020,669,2,10286,理学,
1233,928045,文科试验班类,2020,631,1,10286,"文学,法学,经济学,哲学",
