,id,majorName,year,minScore,categoryID_id,collegeID_id,c1,c2,college_loc,provinceLoc,cityLoc,adcode
0,0,计算机类,2020,622,2.0,10593,工学,计算机类,广西省南宁市,广西壮族自治区,南宁市,450100
1,1,数学类,2020,621,2.0,10593,理学,数学类,广西省南宁市,广西壮族自治区,南宁市,450100
2,2,机械类,2020,621,2.0,10593,工学,机械类,广西省南宁市,广西壮族自治区,南宁市,450100
3,3,土木工程,2020,620,2.0,10593,工学,土木类,广西省南宁市,广西壮族自治区,南宁市,450100
4,4,经济学类,2020,620,2.0,10593,经济学,经济学类,广西省南宁市,广西壮族自治区,南宁市,450100
5,5,材料类,2020,619,2.0,10593,工学,材料类,广西省南宁市,广西壮族自治区,南宁市,450100
6,6,工商管理类,2020,619,1.0,10593,管理学,工商管理类,广西省南宁市,广西壮族自治区,南宁市,450100
7,7,化学工程与工艺,2020,618,2.0,10593,工学,化工与制药类,广西省南宁市,广西壮族自治区,南宁市,450100
8,8,矿物资源工程,2020,618,2.0,10593,工学,矿业类,广西省南宁市,广西壮族自治区,南宁市,450100
9,9,轻工类,2020,618,2.0,10593,工学,轻工类,广西省南宁市,广西壮族自治区,南宁市,450100
10,10,建筑学,2020,618,2.0,10593,工学,建筑类,广西省南宁市,广西壮族自治区,南宁市,450100
11,11,法学,2020,601,1.0,10593,法学,法学类,广西省南宁市,广西壮族自治区,南宁市,450100
12,12,汉语言文学,2020,601,1.0,10593,文学,中国语言文学类,广西省南宁市,广西壮族自治区,南宁市,450100
13,13,新闻传播学类,2020,601,1.0,10593,文学,新闻传播学类,广西省南宁市,广西壮族自治区,南宁市,450100
14,14,哲学,2020,600,1.0,10593,哲学,哲学类,广西省南宁市,广西壮族自治区,南宁市,450100
15,15,公共事业管理,2020,600,2.0,10593,管理学,公共管理类,广西省南宁市,广西壮族自治区,南宁市,450100
16,16,外国语言文学类,2020,600,1.0,10593,文学,外国语言文学类,广西省南宁市,广西壮族自治区,南宁市,450100
17,17,计算机科学与技术,2020,647,2.0,10559,工学,计算机类,广东省广州市,广东省,广州市,440100
18,18,临床医学,2020,645,2.0,10559,医学,临床医学类,广东省广州市,广东省,广州市,440100
19,19,会计学,2020,645,2.0,10559,管理学,工商管理类,广东省广州市,广东省,广州市,440100
20,20,光电信息科学与工程,2020,644,2.0,10559,工学,电子信息类,广东省广州市,广东省,广州市,440100
21,21,人工智能,2020,643,2.0,10559,工学,电子信息类,广东省广州市,广东省,广州市,440100
22,22,物联网工程,2020,643,2.0,10559,工学,计算机类,广东省广州市,广东省,广州市,440100
23,23,网络空间安全,2020,643,2.0,10559,工学,计算机类,广东省广州市,广东省,广州市,440100
24,24,电气工程及其自动化,2020,642,2.0,10559,工学,电气类,广东省广州市,广东省,广州市,440100
25,25,生物科学,2020,641,2.0,10559,理学,生物科学类,广东省广州市,广东省,广州市,440100
26,26,生物医学工程,2020,641,2.0,10559,工学,生物医学工程类,广东省广州市,广东省,广州市,440100
27,27,工业工程,2020,641,2.0,10559,管理学,工业工程类,广东省广州市,广东省,广州市,440100
28,28,国际经济与贸易,2020,640,2.0,10559,经济学,经济与贸易类,广东省广州市,广东省,广州市,440100
29,29,应用化学,2020,640,2.0,10559,理学,化学类,广东省广州市,广东省,广州市,440100
30,30,法学,2020,639,1.0,10559,法学,法学类,广东省广州市,广东省,广州市,440100
31,31,汉语国际教育,2020,638,1.0,10559,文学,中国语言文学类,广东省广州市,广东省,广州市,440100
32,32,风景园林,2020,638,2.0,10559,工学,建筑类,广东省广州市,广东省,广州市,440100
33,33,生物制药,2020,638,2.0,10559,工学,生物工程类,广东省广州市,广东省,广州市,440100
34,34,财务管理,2020,638,1.0,10559,管理学,工商管理类,广东省广州市,广东省,广州市,440100
35,35,商务英语,2020,637,2.0,10559,文学,外国语言文学类,广东省广州市,广东省,广州市,440100
36,36,土木工程,2020,637,2.0,10559,工学,土木类,广东省广州市,广东省,广州市,440100
37,37,药学,2020,630,2.0,10559,医学,药学类,广东省广州市,广东省,广州市,440100
38,38,会计学,2020,620,2.0,10559,管理学,工商管理类,广东省广州市,广东省,广州市,440100
39,39,法学,2020,618,1.0,10559,法学,法学类,广东省广州市,广东省,广州市,440100
40,40,电子商务,2020,618,2.0,10559,管理学,电子商务类,广东省广州市,广东省,广州市,440100
41,41,酒店管理,2020,617,1.0,10559,管理学,旅游管理类,广东省广州市,广东省,广州市,440100
42,42,历史学,2020,614,1.0,10559,历史学,历史学类,广东省广州市,广东省,广州市,440100
43,43,日语,2020,614,1.0,10559,文学,外国语言文学类,广东省广州市,广东省,广州市,440100
44,183679,波斯语,2020,623,1.0,10036,文学,外国语言文学类,北京市,北京市,北京市,110000
45,183715,阿拉伯语,2020,624,1.0,10036,文学,外国语言文学类,北京市,北京市,北京市,110000
46,183716,朝鲜语,2020,624,1.0,10036,文学,外国语言文学类,北京市,北京市,北京市,110000
47,183753,中国语言文学类(汉语国际教育、汉语言文学),2020,625,1.0,10036,文学,中国语言文学类,北京市,北京市,北京市,110000
48,183754,政治学类(国际政治、政治学与行政学),2020,625,1.0,10036,法学,政治学类,北京市,北京市,北京市,110000
49,183791,投资学,2020,626,1.0,10036,经济学,金融学类,北京市,北京市,北京市,110000
50,183814,意大利语,2020,627,1.0,10036,文学,外国语言文学类,北京市,北京市,北京市,110000
51,183815,葡萄牙语,2020,627,1.0,10036,文学,外国语言文学类,北京市,北京市,北京市,110000
52,183816,工商管理类(会计学、财务管理、人力资源管理、市场营销、工商管理),2020,627,1.0,10036,管理学,工商管理类,北京市,北京市,北京市,110000
53,183817,保险学,2020,627,1.0,10036,经济学,金融学类,北京市,北京市,北京市,110000
54,183851,经济学类(国际经济与贸易、财政学、税收学),2020,628,1.0,10036,经济学,"财政学类,经济学类,经济与贸易类",北京市,北京市,北京市,110000
55,183889,日语,2020,629,1.0,10036,文学,外国语言文学类,北京市,北京市,北京市,110000
56,183890,西班牙语,2020,629,1.0,10036,文学,外国语言文学类,北京市,北京市,北京市,110000
57,183940,德语,2020,630,1.0,10036,文学,外国语言文学类,北京市,北京市,北京市,110000
58,183941,金融学类(金融学(国际金融与市场)、经济与金融),2020,630,1.0,10036,经济学,金融学类,北京市,北京市,北京市,110000
59,183942,法学类(法学),2020,630,1.0,10036,法学,法学类,北京市,北京市,北京市,110000
60,184018,法语,2020,632,1.0,10036,文学,外国语言文学类,北京市,北京市,北京市,110000
61,184237,金融学,2020,637,1.0,10036,经济学,金融学类,北京市,北京市,北京市,110000
62,184864,公共管理类(海关管理、行政管理、公共事业管理),2020,652,2.0,10036,管理学,公共管理类,北京市,北京市,北京市,110000
63,184865,电子商务类(电子商务、信息管理与信息系统),2020,652,2.0,10036,管理学,"电子商务类,管理科学与工程类",北京市,北京市,北京市,110000
64,184908,工商管理类(会计学、财务管理、人力资源管理、市场营销、工商管理),2020,653,2.0,10036,管理学,工商管理类,北京市,北京市,北京市,110000
65,184909,法学类(法学),2020,653,2.0,10036,法学,法学类,北京市,北京市,北京市,110000
66,184910,精算学,2020,653,2.0,10036,经济学,金融学类,北京市,北京市,北京市,110000
67,184959,日语,2020,654,2.0,10036,文学,外国语言文学类,北京市,北京市,北京市,110000
68,184960,西班牙语,2020,654,2.0,10036,文学,外国语言文学类,北京市,北京市,北京市,110000
69,185011,德语,2020,655,2.0,10036,文学,外国语言文学类,北京市,北京市,北京市,110000
70,185012,金融学,2020,655,2.0,10036,经济学,金融学类,北京市,北京市,北京市,110000
71,185013,数据科学与大数据技术,2020,655,2.0,10036,工学,计算机类,北京市,北京市,北京市,110000
72,185014,经济统计学,2020,655,2.0,10036,经济学,经济学类,北京市,北京市,北京市,110000
73,185060,金融工程,2020,656,2.0,10036,经济学,金融学类,北京市,北京市,北京市,110000
74,185084,法语,2020,657,2.0,10036,文学,外国语言文学类,北京市,北京市,北京市,110000
75,185155,经济学类(国际经济与贸易、财政学、税收学),2020,659,2.0,10036,经济学,"财政学类,经济与贸易类,经济学类",北京市,北京市,北京市,110000
76,185156,金融学类(金融学(国际金融与市场)、经济与金融),2020,659,2.0,10036,经济学,金融学类,北京市,北京市,北京市,110000
77,185157,金融工程(量化金融实验班),2020,659,2.0,10036,经济学,金融学类,北京市,北京市,北京市,110000
78,200225,档案学,2020,598,1.0,10270,管理学,图书情报与档案管理类,上海市,上海市,上海市,310000
79,200227,地理科学（师范）,2020,599,1.0,10270,理学,地理科学类,上海市,上海市,上海市,310000
80,200230,法学,2020,602,1.0,10270,法学,法学类,上海市,上海市,上海市,310000
81,200234,工商管理类,2020,600,1.0,10270,管理学,工商管理类,上海市,上海市,上海市,310000
82,200239,公共管理类,2020,600,1.0,10270,管理学,公共管理类,上海市,上海市,上海市,310000
83,200245,古典文献学,2020,598,1.0,10270,文学,中国语言文学类,上海市,上海市,上海市,310000
84,200252,汉语国际教育,2020,600,1.0,10270,文学,中国语言文学类,上海市,上海市,上海市,310000
85,200260,汉语言文学（基地班）,2020,604,1.0,10270,文学,中国语言文学类,上海市,上海市,上海市,310000
86,200269,汉语言文学（师范）,2020,602,1.0,10270,文学,中国语言文学类,上海市,上海市,上海市,310000
87,200279,经济学,2020,602,1.0,10270,经济学,经济学类,上海市,上海市,上海市,310000
88,200290,经济学（中法合作）,2020,589,1.0,10270,经济学,经济学类,上海市,上海市,上海市,310000
89,200302,经济学（中美合作）,2020,590,1.0,10270,经济学,经济学类,上海市,上海市,上海市,310000
90,200315,历史学（师范）,2020,599,1.0,10270,历史学,历史学类,上海市,上海市,上海市,310000
91,200329,旅游管理类,2020,598,1.0,10270,管理学,旅游管理类,上海市,上海市,上海市,310000
92,200344,人力资源管理,2020,600,1.0,10270,管理学,工商管理类,上海市,上海市,上海市,310000
93,200360,日语,2020,598,1.0,10270,文学,外国语言文学类,上海市,上海市,上海市,310000
94,200377,社会工作,2020,599,1.0,10270,法学,社会学类,上海市,上海市,上海市,310000
95,200395,世界史,2020,601,1.0,10270,历史学,历史学类,上海市,上海市,上海市,310000
96,200414,思想政治教育,2020,598,1.0,10270,法学,马克思主义理论类,上海市,上海市,上海市,310000
97,200434,文化产业管理,2020,598,1.0,10270,管理学,工商管理类,上海市,上海市,上海市,310000
98,200455,小学教育,2020,604,1.0,10270,教育学,教育学类,上海市,上海市,上海市,310000
99,200477,新闻传播学类,2020,602,1.0,10270,文学,新闻传播学类,上海市,上海市,上海市,310000
100,200500,英语,2020,600,1.0,10270,文学,外国语言文学类,上海市,上海市,上海市,310000
101,200524,英语（师范）,2020,601,1.0,10270,文学,外国语言文学类,上海市,上海市,上海市,310000
102,200549,园艺（中荷合作）,2020,589,1.0,10270,农学,植物生产类,上海市,上海市,上海市,310000
103,200575,哲学,2020,599,1.0,10270,哲学,哲学类,上海市,上海市,上海市,310000
104,200602,地理科学类,2020,609,2.0,10270,理学,地理科学类,上海市,上海市,上海市,310000
105,200630,电子信息工程（中美合作）,2020,604,2.0,10270,工学,电子信息类,上海市,上海市,上海市,310000
106,200659,电子信息类,2020,612,2.0,10270,工学,电子信息类,上海市,上海市,上海市,310000
107,200689,工程管理,2020,609,2.0,10270,管理学,管理科学与工程类,上海市,上海市,上海市,310000
108,200720,工商管理类,2020,613,2.0,10270,管理学,工商管理类,上海市,上海市,上海市,310000
109,200752,化学（师范）,2020,618,2.0,10270,理学,化学类,上海市,上海市,上海市,310000
110,200785,化学类,2020,613,2.0,10270,理学,化学类,上海市,上海市,上海市,310000
111,200819,环境工程,2020,609,2.0,10270,工学,环境科学与工程类,上海市,上海市,上海市,310000
112,200854,机械设计制造及其自动化（中美合作）,2020,602,2.0,10270,工学,机械类,上海市,上海市,上海市,310000
113,200890,计算机科学与技术（师范）,2020,616,2.0,10270,工学,计算机类,上海市,上海市,上海市,310000
114,200927,计算机科学与技术（中法合作）,2020,603,2.0,10270,工学,计算机类,上海市,上海市,上海市,310000
115,200965,金融学类,2020,615,2.0,10270,经济学,金融学类,上海市,上海市,上海市,310000
116,201004,科学教育,2020,620,2.0,10270,教育学,教育学类,上海市,上海市,上海市,310000
117,201044,旅游管理类,2020,609,2.0,10270,管理学,旅游管理类,上海市,上海市,上海市,310000
118,201085,汽车服务工程（中德合作）,2020,597,2.0,10270,工学,机械类,上海市,上海市,上海市,310000
119,201127,生物科学类,2020,615,2.0,10270,理学,生物科学类,上海市,上海市,上海市,310000
120,201170,食品安全与检测,2020,612,2.0,10270,工学,食品科学与工程类,上海市,上海市,上海市,310000
121,201214,数学类,2020,619,2.0,10270,理学,数学类,上海市,上海市,上海市,310000
122,201259,数学与应用数学（数学金融AI实验班）,2020,617,2.0,10270,理学,数学类,上海市,上海市,上海市,310000
123,201305,土木工程（道桥工程）,2020,611,2.0,10270,工学,土木类,上海市,上海市,上海市,310000
124,201352,土木工程（中英合作）,2020,598,2.0,10270,工学,土木类,上海市,上海市,上海市,310000
125,201400,物理学,2020,618,2.0,10270,理学,物理学类,上海市,上海市,上海市,310000
126,201449,园艺（中荷合作）,2020,596,2.0,10270,农学,植物生产类,上海市,上海市,上海市,310000
127,201499,金融学类（经济管理类）,2020,657,2.0,10533,经济学,金融学类,湖南省长沙市,湖南省,长沙市,430100
128,201550,建筑类（城筑城规类）,2020,645,2.0,10533,工学,建筑类,湖南省长沙市,湖南省,长沙市,430100
129,201602,数学类（数学物理类）,2020,656,2.0,10533,理学,数学类,湖南省长沙市,湖南省,长沙市,430100
130,201655,化工与制药类（化学生物环境类）,2020,621,2.0,10533,工学,化工与制药类,湖南省长沙市,湖南省,长沙市,430100
131,201709,材料类（冶金材料类）,2020,639,2.0,10533,工学,材料类,湖南省长沙市,湖南省,长沙市,430100
132,201764,土木类（土木安全类）,2020,617,2.0,10533,工学,土木类,湖南省长沙市,湖南省,长沙市,430100
133,201820,交通运输类,2020,611,2.0,10533,工学,交通运输类,湖南省长沙市,湖南省,长沙市,430100
134,201877,机械类,2020,640,2.0,10533,工学,机械类,湖南省长沙市,湖南省,长沙市,430100
135,201935,能源动力类（能源类）,2020,652,2.0,10533,工学,能源动力类,湖南省长沙市,湖南省,长沙市,430100
136,201994,电子信息类,2020,658,2.0,10533,工学,电子信息类,湖南省长沙市,湖南省,长沙市,430100
137,202054,自动化类（自动化与电气类）,2020,654,2.0,10533,工学,"自动化类,电气类",湖南省长沙市,湖南省,长沙市,430100
138,202115,计算机类（计算机通信类）,2020,661,2.0,10533,工学,计算机类,湖南省长沙市,湖南省,长沙市,430100
139,202177,航空航天类,2020,659,2.0,10533,工学,航空航天类,湖南省长沙市,湖南省,长沙市,430100
140,202240,软件工程,2020,658,2.0,10533,工学,计算机类,湖南省长沙市,湖南省,长沙市,430100
141,202304,临床医学（八年制）,2020,679,2.0,10533,医学,临床医学类,湖南省长沙市,湖南省,长沙市,430100
142,202369,口腔医学（5+3）,2020,664,2.0,10533,医学,口腔医学类,湖南省长沙市,湖南省,长沙市,430100
143,202435,临床医学类（临床及口腔五年制医学类）,2020,662,2.0,10533,医学,临床医学类,湖南省长沙市,湖南省,长沙市,430100
144,202502,公共卫生与预防医学类（非临床五年制医学类）,2020,616,2.0,10533,医学,公共卫生与预防医学类,湖南省长沙市,湖南省,长沙市,430100
145,202570,医学技术类（医学四年类）,2020,636,2.0,10533,医学,医学技术类,湖南省长沙市,湖南省,长沙市,430100
146,202639,金融学类（经济管理类）,2020,628,1.0,10533,经济学,金融学类,湖南省长沙市,湖南省,长沙市,430100
147,202709,法学类,2020,630,1.0,10533,法学,法学类,湖南省长沙市,湖南省,长沙市,430100
148,202780,中国语言文学类,2020,627,1.0,10533,文学,中国语言文学类,湖南省长沙市,湖南省,长沙市,430100
149,202852,外国语言文学类,2020,627,1.0,10533,文学,外国语言文学类,湖南省长沙市,湖南省,长沙市,430100
150,203074,安全工程,2020,629,2.0,10491,工学,安全科学与工程类,湖北省武汉市,湖北省,武汉市,420100
151,203150,宝石及材料工艺学,2020,631,2.0,10491,工学,材料类,湖北省武汉市,湖北省,武汉市,420100
152,203227,材料类,2020,630,2.0,10491,工学,材料类,湖北省武汉市,湖北省,武汉市,420100
153,203305,测绘类,2020,629,2.0,10491,工学,测绘类,湖北省武汉市,湖北省,武汉市,420100
154,203384,大气科学,2020,628,2.0,10491,理学,大气科学类,湖北省武汉市,湖北省,武汉市,420100
155,203464,地理科学类,2020,633,2.0,10491,理学,地理科学类,湖北省武汉市,湖北省,武汉市,420100
156,203545,地球物理学类(地球物理与信息类),2020,631,2.0,10491,理学,地球物理学类,湖北省武汉市,湖北省,武汉市,420100
157,203627,地球物理学类(菁英班),2020,633,2.0,10491,理学,地球物理学类,湖北省武汉市,湖北省,武汉市,420100
158,203710,地质类,2020,629,2.0,10491,工学,地质类,湖北省武汉市,湖北省,武汉市,420100
159,203794,地质类(资源能源),2020,629,2.0,10491,工学,地质类,湖北省武汉市,湖北省,武汉市,420100
160,203879,地质学类(含国家理科基地班),2020,629,2.0,10491,理学,地质学类,湖北省武汉市,湖北省,武汉市,420100
161,203965,地质学类(菁英班),2020,636,2.0,10491,理学,地质学类,湖北省武汉市,湖北省,武汉市,420100
162,204052,电子信息类,2020,635,2.0,10491,工学,电子信息类,湖北省武汉市,湖北省,武汉市,420100
163,204140,工商管理类,2020,630,2.0,10491,管理学,工商管理类,湖北省武汉市,湖北省,武汉市,420100
164,204229,管理科学与工程类,2020,630,2.0,10491,管理学,管理科学与工程类,湖北省武汉市,湖北省,武汉市,420100
165,204319,广播电视学,2020,632,2.0,10491,文学,新闻传播学类,湖北省武汉市,湖北省,武汉市,420100
166,204410,环境科学与工程类(环境地球科学类),2020,628,2.0,10491,工学,环境科学与工程类,湖北省武汉市,湖北省,武汉市,420100
167,204502,机械类,2020,628,2.0,10491,工学,机械类,湖北省武汉市,湖北省,武汉市,420100
168,204595,计算机类,2020,636,2.0,10491,工学,计算机类,湖北省武汉市,湖北省,武汉市,420100
169,204689,经济学类,2020,635,2.0,10491,经济学,经济学类,湖北省武汉市,湖北省,武汉市,420100
170,204784,勘查技术与工程(勘查地球物理方向),2020,629,2.0,10491,工学,地质类,湖北省武汉市,湖北省,武汉市,420100
171,204880,数学类,2020,629,2.0,10491,理学,数学类,湖北省武汉市,湖北省,武汉市,420100
172,204977,统计学,2020,629,2.0,10491,理学,统计学类,湖北省武汉市,湖北省,武汉市,420100
173,205075,土木类,2020,631,2.0,10491,工学,土木类,湖北省武汉市,湖北省,武汉市,420100
174,205174,物理学,2020,632,2.0,10491,理学,物理学类,湖北省武汉市,湖北省,武汉市,420100
175,205274,英语,2020,632,2.0,10491,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100
176,205375,应用化学,2020,630,2.0,10491,理学,化学类,湖北省武汉市,湖北省,武汉市,420100
177,205477,自动化类,2020,628,2.0,10491,工学,自动化类,湖北省武汉市,湖北省,武汉市,420100
178,205580,法学,2020,616,1.0,10491,法学,法学类,湖北省武汉市,湖北省,武汉市,420100
179,205684,工商管理类,2020,612,1.0,10491,管理学,工商管理类,湖北省武汉市,湖北省,武汉市,420100
180,205789,公共管理类,2020,611,1.0,10491,管理学,公共管理类,湖北省武汉市,湖北省,武汉市,420100
181,205895,广播电视学,2020,611,1.0,10491,文学,新闻传播学类,湖北省武汉市,湖北省,武汉市,420100
182,206002,思想政治教育,2020,616,1.0,10491,法学,马克思主义理论类,湖北省武汉市,湖北省,武汉市,420100
183,206110,英语,2020,611,1.0,10491,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100
184,206219,机械类(创新班),2020,667,2.0,10561,工学,机械类,广东省广州市,广东省,广州市,440100
185,206329,信息工程(创新班),2020,666,2.0,10561,工学,电子信息类,广东省广州市,广东省,广州市,440100
186,206440,计算机类,2020,666,2.0,10561,工学,计算机类,广东省广州市,广东省,广州市,440100
187,206552,经济学(创新班),2020,666,2.0,10561,经济学,经济学类,广东省广州市,广东省,广州市,440100
188,206665,电气工程及其自动化(卓越班),2020,665,2.0,10561,工学,电气类,广东省广州市,广东省,广州市,440100
189,206779,计算机科学与技术(全英创新班),2020,665,2.0,10561,工学,计算机类,广东省广州市,广东省,广州市,440100
190,206894,软件工程(卓越班),2020,665,2.0,10561,工学,计算机类,广东省广州市,广东省,广州市,440100
191,207010,自动化类,2020,665,2.0,10561,工学,自动化类,广东省广州市,广东省,广州市,440100
192,207127,信息工程,2020,664,2.0,10561,工学,电子信息类,广东省广州市,广东省,广州市,440100
193,207245,城乡规划,2020,664,2.0,10561,工学,建筑类,广东省广州市,广东省,广州市,440100
194,207364,建筑学,2020,664,2.0,10561,工学,建筑类,广东省广州市,广东省,广州市,440100
195,207484,软件工程,2020,664,2.0,10561,工学,计算机类,广东省广州市,广东省,广州市,440100
196,207605,数学类,2020,664,2.0,10561,理学,数学类,广东省广州市,广东省,广州市,440100
197,207727,微电子科学与工程,2020,664,2.0,10561,工学,电子信息类,广东省广州市,广东省,广州市,440100
198,207850,机器人工程,2020,664,2.0,10561,工学,自动化类,广东省广州市,广东省,广州市,440100
199,207974,智能制造工程,2020,664,2.0,10561,工学,机械类,广东省广州市,广东省,广州市,440100
200,208099,风景园林,2020,663,2.0,10561,工学,建筑类,广东省广州市,广东省,广州市,440100
201,208225,工程力学(创新班),2020,663,2.0,10561,工学,力学类,广东省广州市,广东省,广州市,440100
202,208352,材料类,2020,662,2.0,10561,工学,材料类,广东省广州市,广东省,广州市,440100
203,208480,电气类,2020,662,2.0,10561,工学,电气类,广东省广州市,广东省,广州市,440100
204,208609,分子科学与工程,2020,662,2.0,10561,理学,化学类,广东省广州市,广东省,广州市,440100
205,208739,土木工程(卓越全英班),2020,662,2.0,10561,工学,土木类,广东省广州市,广东省,广州市,440100
206,208870,机械工程(卓越双语班),2020,661,2.0,10561,工学,机械类,广东省广州市,广东省,广州市,440100
207,209002,机械类,2020,661,2.0,10561,工学,机械类,广东省广州市,广东省,广州市,440100
208,209135,经济学类,2020,661,2.0,10561,经济学,经济学类,广东省广州市,广东省,广州市,440100
209,209269,物理学类,2020,661,2.0,10561,理学,物理学类,广东省广州市,广东省,广州市,440100
210,209404,应用物理学(严济慈英才班),2020,661,2.0,10561,理学,物理学类,广东省广州市,广东省,广州市,440100
211,209540,会计学,2020,660,2.0,10561,管理学,工商管理类,广东省广州市,广东省,广州市,440100
212,209677,环境科学与工程类,2020,660,2.0,10561,工学,环境科学与工程类,广东省广州市,广东省,广州市,440100
213,209815,工业设计,2020,660,2.0,10561,工学,机械类,广东省广州市,广东省,广州市,440100
214,209954,生物医学工程,2020,660,2.0,10561,工学,生物医学工程类,广东省广州市,广东省,广州市,440100
215,210094,工商管理(全英班),2020,659,2.0,10561,管理学,工商管理类,广东省广州市,广东省,广州市,440100
216,210235,工商管理类,2020,659,2.0,10561,管理学,工商管理类,广东省广州市,广东省,广州市,440100
217,210377,轻工类,2020,659,2.0,10561,工学,轻工类,广东省广州市,广东省,广州市,440100
218,210520,土木类,2020,659,2.0,10561,工学,土木类,广东省广州市,广东省,广州市,440100
219,210664,新闻传播学类,2020,659,2.0,10561,文学,新闻传播学类,广东省广州市,广东省,广州市,440100
220,210809,临床医学,2020,659,2.0,10561,医学,临床医学类,广东省广州市,广东省,广州市,440100
221,210955,食品科学与工程类,2020,658,2.0,10561,工学,食品科学与工程类,广东省广州市,广东省,广州市,440100
222,211102,电气工程及其自动化(3加2中澳班),2020,657,2.0,10561,工学,电气类,广东省广州市,广东省,广州市,440100
223,211250,化工与制药类,2020,657,2.0,10561,工学,化工与制药类,广东省广州市,广东省,广州市,440100
224,211399,生物科学类,2020,657,2.0,10561,理学,生物科学类,广东省广州市,广东省,广州市,440100
225,211549,交通运输类,2020,657,2.0,10561,工学,交通运输类,广东省广州市,广东省,广州市,440100
226,211700,经济学(创新班),2020,630,1.0,10561,经济学,经济学类,广东省广州市,广东省,广州市,440100
227,211852,经济学类,2020,628,1.0,10561,经济学,经济学类,广东省广州市,广东省,广州市,440100
228,212005,法学(卓越法律班),2020,627,1.0,10561,法学,法学类,广东省广州市,广东省,广州市,440100
229,212159,工商管理类,2020,625,1.0,10561,管理学,工商管理类,广东省广州市,广东省,广州市,440100
230,212314,法学类,2020,624,1.0,10561,法学,法学类,广东省广州市,广东省,广州市,440100
231,212470,行政管理,2020,623,1.0,10561,管理学,公共管理类,广东省广州市,广东省,广州市,440100
232,212627,旅游管理类,2020,623,1.0,10561,管理学,旅游管理类,广东省广州市,广东省,广州市,440100
233,212785,日语,2020,623,1.0,10561,文学,外国语言文学类,广东省广州市,广东省,广州市,440100
234,212944,新闻传播学类,2020,623,1.0,10561,文学,新闻传播学类,广东省广州市,广东省,广州市,440100
235,213104,汉语言文学（基地班）,2020,630,1.0,10610,文学,中国语言文学类,四川省成都市,四川省,成都市,510100
236,213265,马克思主义理论,2020,626,1.0,10610,法学,马克思主义理论类,四川省成都市,四川省,成都市,510100
237,213427,化学类,2020,659,2.0,10610,理学,化学类,四川省成都市,四川省,成都市,510100
238,213590,物理学类,2020,662,2.0,10610,理学,物理学类,四川省成都市,四川省,成都市,510100
239,213754,土木工程,2020,660,2.0,10610,工学,土木类,四川省成都市,四川省,成都市,510100
240,213919,公共管理类,2020,659,2.0,10610,管理学,公共管理类,四川省成都市,四川省,成都市,510100
241,214085,电气工程及其自动化,2020,663,2.0,10610,工学,电气类,四川省成都市,四川省,成都市,510100
242,214252,哲学,2020,661,2.0,10610,哲学,哲学类,四川省成都市,四川省,成都市,510100
243,214420,药学,2020,659,2.0,10610,医学,药学类,四川省成都市,四川省,成都市,510100
244,214589,经济学类,2020,633,1.0,10610,经济学,经济学类,四川省成都市,四川省,成都市,510100
245,214759,土木工程,2020,660,2.0,10610,工学,土木类,四川省成都市,四川省,成都市,510100
246,214930,医学技术类,2020,662,2.0,10610,医学,医学技术类,四川省成都市,四川省,成都市,510100
247,215102,高分子材料与工程,2020,660,2.0,10610,工学,材料类,四川省成都市,四川省,成都市,510100
248,215275,工商管理类,2020,660,2.0,10610,管理学,工商管理类,四川省成都市,四川省,成都市,510100
249,215449,微电子科学与工程,2020,664,2.0,10610,工学,电子信息类,四川省成都市,四川省,成都市,510100
250,215624,旅游管理类,2020,632,1.0,10610,管理学,旅游管理类,四川省成都市,四川省,成都市,510100
251,215800,工科试验班（生物质加工利用工程）,2020,660,2.0,10610,工学,生物工程类,四川省成都市,四川省,成都市,510100
252,215977,生物科学类,2020,661,2.0,10610,理学,生物科学类,四川省成都市,四川省,成都市,510100
253,216155,工科试验班（机械及其自动化）,2020,662,2.0,10610,工学,机械类,四川省成都市,四川省,成都市,510100
254,216334,新闻传播学类,2020,633,1.0,10610,文学,新闻传播学类,四川省成都市,四川省,成都市,510100
255,216514,建筑学,2020,660,2.0,10610,工学,建筑类,四川省成都市,四川省,成都市,510100
256,216695,生物医学工程,2020,661,2.0,10610,工学,生物医学工程类,四川省成都市,四川省,成都市,510100
257,216877,电子信息类,2020,664,2.0,10610,工学,电子信息类,四川省成都市,四川省,成都市,510100
258,217060,工科试验班(动力装备与安全),2020,661,2.0,10610,工学,能源动力类,四川省成都市,四川省,成都市,510100
259,217244,自动化,2020,663,2.0,10610,工学,自动化类,四川省成都市,四川省,成都市,510100
260,217429,中国语言文学类,2020,660,2.0,10610,文学,中国语言文学类,四川省成都市,四川省,成都市,510100
261,217615,工科试验班（水利、能源动力与城市地下空间）,2020,659,2.0,10610,工学,水利类,四川省成都市,四川省,成都市,510100
262,217802,生物科学（计算生物学双学士学位）,2020,660,2.0,10610,理学,生物科学类,四川省成都市,四川省,成都市,510100
263,217990,核工程与核技术,2020,659,2.0,10610,工学,核工程类,四川省成都市,四川省,成都市,510100
264,218179,材料类,2020,659,2.0,10610,工学,材料类,四川省成都市,四川省,成都市,510100
265,218369,会计学(ACCA方向),2020,632,1.0,10610,管理学,工商管理类,四川省成都市,四川省,成都市,510100
