,id,majorName,year,minScore,categoryID_id,collegeID_id,c1,c2,college_loc,provinceLoc,cityLoc,adcode,cityScore,c2code,majorScore,preRanking
681,386579,能源与动力工程(能源卓越计划实验班),2020,673,2.0,10487,工学,能源动力类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0807'],90.0,0
682,387190,网络空间安全(启明本硕博实验班),2020,678,2.0,10487,工学,计算机类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0812'],93.0,0
683,387802,电气工程及其自动化(电气卓越计划实验班),2020,681,2.0,10487,工学,电气类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0808'],93.0,0
684,388415,电气工程及其自动化(启明本硕博实验班),2020,683,2.0,10487,工学,电气类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0808'],93.0,0
685,389029,电气工程及其自动化,2020,675,2.0,10487,工学,电气类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0808'],93.0,0
686,389644,生物科学类(国家理科基地及新兴产业试验班),2020,670,2.0,10487,理学,生物科学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0710'],90.0,0
687,390260,生物医学工程(国家级一流专业及卓越计划实验班),2020,671,2.0,10487,工学,生物医学工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0831'],96.0,0
688,390877,生物医学工程类(国家生命科学与技术人才试验班),2020,670,2.0,10487,工学,生物医学工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0831'],96.0,0
689,391495,电子信息工程(电信卓越计划实验班),2020,682,2.0,10487,工学,电子信息类,湖北省武汉市,湖北省,武汉市,420100,70.55,"['0809', '0810']",86.0,0
690,392114,电子信息类(电信学院),2020,674,2.0,10487,工学,电子信息类,湖北省武汉市,湖北省,武汉市,420100,70.55,"['0809', '0810']",86.0,0
691,392734,光电信息科学与工程(光电卓越计划实验班),2020,681,2.0,10487,工学,电子信息类,湖北省武汉市,湖北省,武汉市,420100,70.55,"['0809', '0810']",86.0,0
692,393355,光电信息科学与工程(王大珩光电创新实验班),2020,684,2.0,10487,工学,电子信息类,湖北省武汉市,湖北省,武汉市,420100,70.55,"['0809', '0810']",86.0,0
693,393977,电子信息类(启明本硕博实验班),2020,682,2.0,10487,工学,电子信息类,湖北省武汉市,湖北省,武汉市,420100,70.55,"['0809', '0810']",86.0,0
694,394600,电子信息类(光电学院),2020,674,2.0,10487,工学,电子信息类,湖北省武汉市,湖北省,武汉市,420100,70.55,"['0809', '0810']",86.0,0
695,395224,人工智能(创新实验班),2020,683,2.0,10487,工学,电子信息类,湖北省武汉市,湖北省,武汉市,420100,70.55,"['0809', '0810']",86.0,0
696,395849,人工智能(启明本硕博实验班),2020,680,2.0,10487,工学,电子信息类,湖北省武汉市,湖北省,武汉市,420100,70.55,"['0809', '0810']",86.0,0
697,396475,自动化类(AI试验班),2020,674,2.0,10487,工学,自动化类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0811'],90.0,0
698,397102,计算机科学与技术(计算机卓越计划实验班),2020,686,2.0,10487,工学,计算机类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0812'],93.0,0
699,397730,计算机科学与技术(启明本硕博实验班),2020,686,2.0,10487,工学,计算机类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0812'],93.0,0
700,398359,计算机类(计算机学院),2020,679,2.0,10487,工学,计算机类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0812'],93.0,0
701,398989,计算机类(网安、软件学院),2020,676,2.0,10487,工学,计算机类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0812'],93.0,0
702,399620,建筑类(智慧建筑规划试验班),2020,671,2.0,10487,工学,建筑类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0813'],86.0,0
703,400252,土木类(智能化建造试验班),2020,669,2.0,10487,工学,土木类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0814'],86.0,0
704,400885,环境科学与工程类(智慧环境试验班),2020,669,2.0,10487,工学,环境科学与工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0830'],86.0,0
705,401519,管理科学与工程类(大数据管理与供应链优化试验班),2020,669,2.0,10487,管理学,管理科学与工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1201'],86.0,0
706,402154,经济学类,2020,670,2.0,10487,经济学,经济学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0201'],86.0,0
707,402790,公共管理类(公管、医管学院),2020,670,2.0,10487,管理学,公共管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1204'],90.0,0
708,403427,传播学(网络传播、计算机双学位),2020,673,2.0,10487,"工学,文学","计算机类,新闻传播学类",湖北省武汉市,湖北省,武汉市,420100,70.55,"['0812', '0503']",93.0,0
709,404065,临床医学(启明本硕博实验班),2020,687,2.0,10487,医学,临床医学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1002'],90.0,0
710,404704,临床医学(本硕博贯通培养),2020,688,2.0,10487,医学,临床医学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1002'],90.0,0
711,405344,临床医学类,2020,676,2.0,10487,医学,临床医学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1002'],90.0,0
712,405985,预防医学(启明本硕博实验班),2020,670,2.0,10487,医学,公共卫生与预防医学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1004'],96.0,0
713,406627,药学(启明本硕博实验班),2020,673,2.0,10487,医学,药学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1007'],86.0,0
714,407270,建筑类(智慧建筑规划试验班),2020,630,1.0,10487,工学,建筑类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0813'],86.0,0
715,407914,工商管理类,2020,632,1.0,10487,管理学,工商管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1202'],90.0,0
716,408559,国际商务(英语二学位),2020,631,1.0,10487,管理学,工商管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1202'],90.0,0
717,409205,中国语言文学类,2020,631,1.0,10487,文学,中国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0501'],80.0,0
718,409852,法学,2020,631,1.0,10487,法学,法学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0301'],80.0,0
719,410500,社会学类,2020,630,1.0,10487,法学,社会学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0303'],86.0,0
720,411149,公共管理类(公管、医管学院),2020,630,1.0,10487,管理学,公共管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1204'],90.0,0
721,411799,新闻传播学类,2020,632,1.0,10487,文学,新闻传播学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0503'],93.0,0
722,412450,计算机类,2020,625,2.0,10337,工学,计算机类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0812'],83.0,0
723,413102,电气类,2020,622,2.0,10337,工学,电气类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0808'],78.55594405594405,0
724,413755,电气类,2020,622,2.0,10337,工学,电气类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0808'],78.55594405594405,0
725,414409,机器人工程,2020,621,2.0,10337,工学,自动化类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0811'],83.0,0
726,415064,物理学类,2020,620,2.0,10337,理学,物理学类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0702'],76.0,0
727,415720,材料类,2020,620,2.0,10337,工学,材料类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0805'],76.0,0
728,416377,数学类,2020,619,2.0,10337,理学,数学类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0701'],73.0,0
729,417035,机械类,2020,616,2.0,10337,工学,机械类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0802'],86.0,0
730,417694,管理科学与工程类,2020,615,2.0,10337,管理学,管理科学与工程类,浙江省杭州市,浙江省,杭州市,330100,77.27,['1201'],73.0,0
731,418354,化工与制药类,2020,614,2.0,10337,工学,化工与制药类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0817'],90.0,0
732,419015,药学类,2020,614,2.0,10337,医学,药学类,浙江省杭州市,浙江省,杭州市,330100,77.27,['1007'],83.0,0
733,419677,土木类,2020,613,2.0,10337,工学,土木类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0814'],76.0,0
734,420340,食品科学与工程类,2020,613,2.0,10337,工学,食品科学与工程类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0832'],76.0,0
735,421004,生物工程类,2020,612,2.0,10337,工学,生物工程类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0838'],78.55594405594405,0
736,421669,建筑类(智慧建筑规划试验班),2020,630,1.0,10337,工学,建筑类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0813'],78.55594405594405,0
737,422335,工商管理类,2020,632,1.0,10337,管理学,工商管理类,浙江省杭州市,浙江省,杭州市,330100,77.27,['1202'],86.0,0
738,423002,国际商务(英语二学位),2020,631,1.0,10337,管理学,工商管理类,浙江省杭州市,浙江省,杭州市,330100,77.27,['1202'],86.0,0
739,423670,中国语言文学类,2020,631,1.0,10337,文学,中国语言文学类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0501'],73.0,0
740,424339,法学,2020,631,1.0,10337,法学,法学类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0301'],78.55594405594405,0
741,425009,社会学类,2020,630,1.0,10337,法学,社会学类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0303'],78.55594405594405,0
742,425680,公共管理类(公管、医管学院),2020,630,1.0,10337,管理学,公共管理类,浙江省杭州市,浙江省,杭州市,330100,77.27,['1204'],78.55594405594405,0
743,426352,新闻传播学类,2020,632,1.0,10337,文学,新闻传播学类,浙江省杭州市,浙江省,杭州市,330100,77.27,['0503'],78.55594405594405,0
744,427025,法学,2020,613,2.0,10512,法学,法学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0301'],75.25308641975309,0
745,427699,计算机类,2020,613,2.0,10512,工学,计算机类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0812'],75.25308641975309,0
746,428374,工商管理类,2020,613,2.0,10512,管理学,工商管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1202'],76.0,0
747,429050,经济学,2020,612,2.0,10512,经济学,经济学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0201'],80.0,0
748,429727,金融学,2020,612,2.0,10512,经济学,金融学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0202'],75.25308641975309,0
749,430405,电子信息类,2020,612,2.0,10512,工学,电子信息类,湖北省武汉市,湖北省,武汉市,420100,70.55,"['0809', '0810']",74.12654320987654,0
750,431084,数学类,2020,611,2.0,10512,理学,数学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0701'],80.0,0
751,431764,物理学,2020,611,2.0,10512,理学,物理学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0702'],70.0,0
752,432445,国际事务与国际关系,2020,610,2.0,10512,法学,政治学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0302'],75.25308641975309,0
753,433127,应用统计学,2020,610,2.0,10512,理学,统计学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0714'],75.25308641975309,0
754,433810,材料类,2020,610,2.0,10512,工学,材料类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0805'],76.0,0
755,434494,国际经济与贸易,2020,609,2.0,10512,经济学,经济与贸易类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0202'],75.25308641975309,0
756,435179,思想政治教育,2020,609,2.0,10512,法学,马克思主义理论类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0305'],80.0,0
757,435865,心理学,2020,609,2.0,10512,理学,心理学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0402'],75.25308641975309,0
758,436552,化工与制药类,2020,609,2.0,10512,工学,化工与制药类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0817'],75.25308641975309,0
759,437240,药学,2020,609,2.0,10512,医学,药学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1007'],75.25308641975309,0
760,437929,管理科学与工程类,2020,609,2.0,10512,管理学,管理科学与工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1201'],75.25308641975309,0
761,438619,教育学类,2020,608,2.0,10512,教育学,教育学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0401'],73.0,0
762,439310,葡萄牙语,2020,608,2.0,10512,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0502'],70.0,0
763,440002,葡萄牙语,2020,608,2.0,10512,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0502'],70.0,0
764,440695,化学类,2020,608,2.0,10512,理学,化学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0703'],73.0,0
765,441389,地理科学类,2020,608,2.0,10512,理学,地理科学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0705'],73.0,0
766,442084,生物科学类,2020,607,2.0,10512,理学,生物科学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0710'],83.0,0
767,442780,环境工程,2020,607,2.0,10512,工学,环境科学与工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0830'],75.25308641975309,0
768,443477,生物工程,2020,607,2.0,10512,工学,生物工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0838'],75.25308641975309,0
769,444175,档案学,2020,607,2.0,10512,管理学,图书情报与档案管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1205'],75.25308641975309,0
770,444874,中国语言文学类（包含专业：汉语言文学、汉语国际教育、编辑出版学；办学地点：阳逻校区）,2020,597,1.0,10512,文学,"中国语言文学类,新闻传播学类",湖北省武汉市,湖北省,武汉市,420100,70.55,"['0501', '0503']",77.62654320987654,0
771,445574,教育学类（包含专业：教育技术学、教育学；办学地点：阳逻校区）,2020,595,1.0,10512,教育学,教育学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0401'],73.0,0
772,446275,新闻传播学类（包含专业：新闻学、广播电视学、广告学、传播学；办学地点：阳逻校区）,2020,594,1.0,10512,文学,新闻传播学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0503'],75.25308641975309,0
773,446977,外国语言文学类（包含专业：英语、翻译；只招英语语种考生）,2020,593,1.0,10512,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0502'],70.0,0
774,447680,旅游管理（办学地点：阳逻校区）,2020,593,1.0,10512,管理学,旅游管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1209'],75.25308641975309,0
775,448384,日语,2020,592,1.0,10512,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0502'],70.0,0
776,449089,哲学（办学地点：阳逻校区）,2020,592,1.0,10512,哲学,哲学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0101'],76.0,0
777,449795,历史学类（包含专业：历史学、文物与博物馆学；办学地点：阳逻校区）,2020,592,1.0,10512,历史学,历史学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0600'],73.0,0
778,450502,公共管理类（包含专业：公共事业管理、行政管理；办学地点：阳逻校区）,2020,590,1.0,10512,管理学,公共管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1204'],70.0,0
779,451210,物理学类（5850元/年；包含专业物理学、核物理、物理学（物理学化学交叉班）、物理学（数学物理学直博班））,2020,652,2.0,10511,理学,物理学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0702'],86.0,0
780,451919,数学类（5850元/年；包含专业数学与应用数学、数学与应用数学（数学经济学交叉培养班）、数学与应用数学（数学物理直博班））,2020,650,2.0,10511,"理学,经济学","数学类,经济学类",湖北省武汉市,湖北省,武汉市,420100,70.55,"['0701', '0201']",79.5,0
781,452629,化学类（5850元/年；包含专业化学、应用化学、化学（化学生物交叉班）、化学（化学物理学交叉班）、化学（英才直博班））,2020,646,2.0,10511,理学,化学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0703'],86.0,0
782,453340,统计学（5850元/年）,2020,646,2.0,10511,理学,统计学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0714'],83.0,0
783,454052,教育学类（4500元/年；包含专业教育学、学前教育、特殊教育）,2020,645,2.0,10511,教育学,教育学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0401'],93.0,0
784,454765,地理科学类（4500元/年；包含专业人文地理与城乡规划、自然地理与资源环境、地理信息科学、地理科学）,2020,645,2.0,10511,理学,地理科学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0705'],83.0,0
785,455479,生物科学类（4500元/年；包含专业生物技术、生物科学、生物科学（化学生物交叉班））,2020,645,2.0,10511,理学,生物科学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0710'],83.0,0
786,456194,数字媒体技术（5850元/年）,2020,644,2.0,10511,工学,计算机类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0812'],80.0,0
787,456910,数据科学与大数据技术（5850元/年）,2020,643,2.0,10511,工学,计算机类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0812'],80.0,0
788,457627,电子信息类（5850元/年；包含专业电子信息科学与技术、通信工程、电子信息工程）,2020,643,2.0,10511,工学,电子信息类,湖北省武汉市,湖北省,武汉市,420100,70.55,"['0809', '0810']",81.42149292149293,0
789,458345,计算机类（5850元/年；包含专业计算机科学与技术、软件工程、物联网工程、信息安全）,2020,643,2.0,10511,工学,计算机类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0812'],80.0,0
790,459064,经济学类（4500元/年；包含专业经济学、国际经济与贸易、金融工程、房地产开发与管理、工商管理、人力资源管理、财务会计教育、经济学（法学经济学交叉班）、经济学（数学经济学交叉班））,2020,641,2.0,10511,经济学,"金融学类,经济学类,经济与贸易类",湖北省武汉市,湖北省,武汉市,420100,70.55,"['0202', '0201', '0202']",75.0,0
791,459784,法学类（5850元/年；包含专业法学、法学（法学经济学交叉班））,2020,640,2.0,10511,法学,法学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0301'],76.0,0
792,460505,社会学类（4500元/年；包含专业社会工作、社会学）,2020,640,2.0,10511,法学,社会学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0303'],83.0,0
793,461227,新闻传播学类（5850元/年；包含专业新闻学、广播电视学、网络与新媒体）,2020,640,2.0,10511,文学,新闻传播学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0503'],70.0,0
794,461950,公共管理类（4500元/年；包含专业行政管理、劳动与社会保障、土地资源管理）,2020,640,2.0,10511,管理学,公共管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1204'],83.0,0
795,462674,电子商务（5850元/年）,2020,639,2.0,10511,管理学,电子商务类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1208'],81.42149292149293,0
796,463399,信息资源管理（5850元/年）,2020,639,2.0,10511,管理学,图书情报与档案管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1205'],86.0,0
797,464125,人工智能（5850元/年）,2020,639,2.0,10511,工学,电子信息类,湖北省武汉市,湖北省,武汉市,420100,70.55,"['0809', '0810']",81.42149292149293,0
798,464852,西班牙语（4500元/年；只招英语、西班牙语语种考生）,2020,639,2.0,10511,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0502'],83.0,0
799,465580,管理科学与工程类（5850元/年；包含专业信息管理与信息系统、大数据管理与应用）,2020,639,2.0,10511,管理学,管理科学与工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1201'],76.0,0
800,466309,俄语（4500元/年；只招俄语、英语语种考生）,2020,620,2.0,10511,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0502'],83.0,0
801,467039,中国语言文学类（包含专业：汉语言文学、汉语言、汉语国际教育、汉语言文学（基地班）、汉语言文学（试验班））,2020,625,1.0,10511,文学,中国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0501'],86.0,0
802,467770,地理科学类（包含专业：人文地理与城乡规划、自然地理与资源环境、地理信息科学、地理科学）,2020,621,1.0,10511,理学,地理科学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0705'],83.0,0
803,468502,历史学类（包含专业：历史学（基地班）、历史学）,2020,621,1.0,10511,历史学,历史学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0600'],85.0,0
804,469235,翻译（只招英语语种考生）,2020,621,1.0,10511,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0502'],83.0,0
805,469969,教育学类（包含专业：教育学、学前教育、特殊教育）,2020,620,1.0,10511,教育学,教育学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0401'],93.0,0
806,470704,政治学类（包含专业：政治学与行政学、国际政治）,2020,619,1.0,10511,法学,政治学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0302'],90.0,0
807,471440,朝鲜语（韩语）（只招英语语种考生）,2020,619,1.0,10511,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0502'],83.0,0
808,472177,公共管理类（包含专业：行政管理、劳动与社会保障、土地资源管理）,2020,619,1.0,10511,管理学,公共管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1204'],83.0,0
809,472915,法学类（包含专业：法学、法学（法学经济学交叉班））,2020,618,1.0,10511,经济学,经济学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0201'],73.0,0
810,473654,新闻传播学类（包含专业：新闻学、广播电视学、网络与新媒体）,2020,618,1.0,10511,文学,新闻传播学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0503'],70.0,0
811,474394,西班牙语（只招英语、西班牙语语种考生）,2020,618,1.0,10511,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0502'],83.0,0
812,475135,经济学类（包含专业：经济学、国际经济与贸易、工商管理、人力资源管理、财务会计教育、经济学（法学经济学交叉班））,2020,618,1.0,10511,经济学,"经济学类,经济与贸易类",湖北省武汉市,湖北省,武汉市,420100,70.55,"['0201', '0202']",74.5,0
813,475877,旅游管理,2020,617,1.0,10511,管理学,旅游管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1209'],81.42149292149293,0
814,476620,社会学类（包含专业：社会工作、社会学）,2020,617,1.0,10511,法学,社会学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0303'],83.0,0
815,477364,生物科学类,2020,631,2.0,10504,理学,生物科学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0710'],93.0,0
816,478109,风景园林,2020,629,2.0,10504,工学,建筑类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0813'],84.64285714285714,0
817,478855,生物信息学,2020,626,2.0,10504,理学,生物科学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0710'],93.0,0
818,479602,计算机科学与技术,2020,626,2.0,10504,工学,计算机类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0812'],84.64285714285714,0
819,480350,数据科学与大数据技术,2020,626,2.0,10504,工学,计算机类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0812'],84.64285714285714,0
820,481099,生物工程,2020,625,2.0,10504,工学,生物工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0838'],84.64285714285714,0
821,481849,经济学类,2020,625,2.0,10504,经济学,经济学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0201'],84.64285714285714,0
822,482600,法学,2020,623,2.0,10504,法学,法学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0301'],84.64285714285714,0
823,483352,信息与计算科学,2020,623,2.0,10504,理学,数学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0701'],84.64285714285714,0
824,484105,光电信息科学与工程,2020,623,2.0,10504,工学,电子信息类,湖北省武汉市,湖北省,武汉市,420100,70.55,"['0809', '0810']",84.64285714285714,0
825,484859,动物医学（学制五年）,2020,623,2.0,10504,农学,动物医学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0906'],96.0,0
826,485614,外国语言文学类,2020,622,2.0,10504,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0502'],84.64285714285714,0
827,486370,应用化学,2020,621,2.0,10504,理学,化学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0703'],84.64285714285714,0
828,487127,机械类,2020,621,2.0,10504,工学,机械类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0802'],84.64285714285714,0
829,487885,机械类,2020,621,2.0,10504,工学,机械类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0802'],84.64285714285714,0
830,488644,工商管理类,2020,621,2.0,10504,管理学,工商管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1202'],73.0,0
831,489404,智慧农业,2020,620,2.0,10504,农学,植物生产类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0901'],90.0,0
832,490165,环境科学与工程类,2020,620,2.0,10504,工学,环境科学与工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0830'],73.0,0
833,490927,广告学,2020,619,2.0,10504,文学,新闻传播学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0503'],84.64285714285714,0
834,491690,管理科学与工程类,2020,619,2.0,10504,管理学,管理科学与工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1201'],84.64285714285714,0
835,492454,茶学,2020,618,2.0,10504,农学,植物生产类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0901'],90.0,0
836,493219,园艺,2020,617,2.0,10504,农学,植物生产类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0901'],90.0,0
837,493985,地理信息科学,2020,617,2.0,10504,理学,地理科学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0705'],84.64285714285714,0
838,494752,农业工程类,2020,617,2.0,10504,工学,农业工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0828'],83.0,0
839,495520,食品科学与工程类,2020,617,2.0,10504,工学,食品科学与工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0832'],90.0,0
840,496289,公共管理类,2020,617,2.0,10504,管理学,公共管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1204'],86.0,0
841,497059,园林,2020,616,2.0,10504,农学,林学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0907'],70.0,0
842,497830,设施农业科学与工程,2020,616,2.0,10504,农学,植物生产类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0901'],90.0,0
843,498602,社会学类,2020,616,2.0,10504,法学,社会学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0303'],84.64285714285714,0
844,499375,林学,2020,615,2.0,10504,农学,林学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0907'],70.0,0
845,500149,动物科学,2020,615,2.0,10504,农学,动物生产类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0905'],96.0,0
846,500924,植物生产类,2020,615,2.0,10504,农学,植物生产类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0901'],90.0,0
847,501700,水产类,2020,615,2.0,10504,农学,水产类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0908'],86.0,0
848,502477,市场营销,2020,599,2.0,10504,管理学,工商管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1202'],73.0,0
849,503255,经济学类,2020,612,1.0,10504,经济学,经济学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0201'],84.64285714285714,0
850,504034,社会学类,2020,607,1.0,10504,法学,社会学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0303'],84.64285714285714,0
851,504814,广告学,2020,606,1.0,10504,文学,新闻传播学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0503'],84.64285714285714,0
852,505595,工商管理类,2020,605,1.0,10504,管理学,工商管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1202'],73.0,0
853,506377,公共管理类,2020,604,1.0,10504,管理学,公共管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1204'],86.0,0
854,507160,外国语言文学类,2020,603,1.0,10504,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0502'],84.64285714285714,0
